name,unmodified_size,modified_size,can_fly,good,danger,modified_speed,combat_value
regular dead human,3,3,-1,0,-1,-3,0.0
petrified satanic ogre,4,4,-1,-1,-1,-1,1.2000000000000002
aquatic poisonous zerba,4,4,-1,0,1,5,11.339999999999998
crazy enraged elf,3,7,0,-1,1,5,17.160000000000004
huge small vampire,4,5,0,0,1,6,11.0
insane thunderous bird,2,5,0,-1,1,6,13.2
small ethereal minnow,1,0,1,0,-1,1,0.7
crazy kind mouse,1,2,0,1,-1,3,5.5
microscopy ancient pig,3,1,0,0,-1,3,6.0
sick raging centaur,4,6,0,-1,1,6,10.919999999999998
toy fire-breathing dragon,5,4,0,0,-1,7,1.6500000000000001
angelic normal lion,4,4,0,1,1,5,9.0
fast magical mummy,3,3,0,1,0,4,7.0
satanic aggressive angel,4,5,0,-1,1,8,15.6
cursed weak man,3,2,0,-1,0,2,3.2
unholy plain sparrow,1,1,0,-1,-1,4,5.0
kind radiant pegasus,3,2,0,1,0,5,7.700000000000001
aquatic regular priest,3,3,-1,0,0,2,4.5
knoble levitating cyclops,4,4,1,1,1,4,8.0
angry unholy fairy,1,2,0,-1,-1,5,7.700000000000001
magical humongous mouse,1,5,0,1,1,3,8.0
mystical normal priest,3,3,0,1,0,2,5.0
levitating petrified gorgon,3,3,-1,0,-1,1,1.6
mystical evil angel,4,4,0,1,1,7,11.0
regular ferocious pig,3,4,0,0,1,4,11.2
cursed kind kraken,5,4,0,-1,1,4,8.0
invisible awful cat,2,3,0,-1,0,4,7.700000000000001
tired radiant zerba,4,3,0,1,0,4,6.930000000000001
lightning enormous vampire,4,7,0,0,1,9,16.0
petrified huge ghost,2,4,-1,0,-1,-1,1.2000000000000002
sleeping evil pig,3,1,0,-1,-1,0,0.1
humongous tiny zombie,2,5,0,0,1,1,6.0
knoble angelic sparrow,1,1,0,1,-1,4,5.0
radiant average harpy,2,2,0,1,1,5,7.700000000000001
plain fast manticore,3,3,0,0,1,6,9.0
mini little snake,1,-1,0,0,-1,3,2.0
normal small leviathan,5,4,0,0,1,4,8.0
sick mystical bear,4,3,0,1,1,4,4.8999999999999995
aquatic toy trout,2,0,-1,0,-1,2,0.18000000000000002
sick large goblin,2,2,0,0,-1,2,2.8
ghostly levitating hydra,5,5,1,0,1,4,7.2
ice-covered kind yeti,4,4,-1,1,1,3,7.700000000000001
magical angelic bear,4,4,0,1,1,5,9.0
giant knoble unicorn,3,6,0,1,1,5,11.0
giant celestial mermaid,2,6,1,1,1,3,9.0
floating kind sprite,1,0,1,1,-1,3,3.0
awful earth-bound sphinx,3,4,-1,-1,-1,3,0.0
poisonous toy cyclops,4,2,0,0,-1,2,0.5599999999999999
enraged aggressive zombie,2,5,0,-1,1,4,14.040000000000001
big regular bass,2,3,0,0,-1,3,6.0
dead unholy cat,2,2,-1,-1,-1,-1,0.01
enormous average fly,1,4,0,0,0,3,7.0
ghostly crazy manticore,3,5,1,0,1,3,7.040000000000001
thunderous invisible harpy,2,3,0,0,1,6,11.879999999999999
celestial floating fairy,1,2,1,1,-1,3,5.0
mini awful basilisk,3,3,0,-1,1,4,7.0
huge enraged fish,2,6,0,-1,1,5,14.3
giant enraged elf,3,8,0,-1,1,5,16.900000000000002
shadowy fire-breathing wolf,3,4,0,-1,1,5,13.5
insane winged unicorn,3,5,1,-1,1,9,16.8
poisonous ice-covered pegasus,3,4,-1,0,1,4,12.32
weakened knoble manticore,3,2,0,1,1,3,4.5
celestial invisible bass,2,3,1,1,-1,3,6.6000000000000005
cursed small human,3,2,0,-1,0,2,4.0
normal earth-bound dog,2,2,-1,0,-1,4,0.0
weak invisible sparrow,1,0,0,0,-1,4,3.5200000000000005
radiant weakened fish,2,1,0,1,-1,2,2.97
tiny lightning monkey,3,2,0,0,0,7,9.0
ancient raging minnow,1,5,0,-1,1,4,17.55
small toy wolf,3,0,0,0,-1,4,0.4
invisible crazy gorrila,4,6,0,0,1,3,10.89
invisible sleeping dwarf,2,0,0,0,-1,-1,-0.11000000000000001
magical microscopy snake,1,-2,0,1,-1,3,1.0
enormous evil falcon,3,6,0,-1,1,7,13.0
fire-breathing weak sphinx,3,3,0,0,1,3,7.2
awful angry werewolf,4,6,0,-1,1,6,13.200000000000001
aggressive winged leviathan,5,6,1,0,1,8,20.16
celestial kind shark,4,4,1,1,1,5,9.0
weak nice bear,4,2,0,1,1,5,5.6000000000000005
aggressive sleeping basilisk,3,2,0,0,-1,2,0.48
poisonous little monkey,3,2,0,0,0,4,8.399999999999999
plain magical rat,2,2,0,1,0,3,5.0
big dead buzzard,3,4,-1,0,-1,0,0.04
friendly little weasel,2,0,0,1,-1,4,4.0
levitating magical zombie,2,2,1,1,1,2,4.0
enormous ice-covered fly,1,5,-1,0,1,2,7.700000000000001
sleeping kind centaur,4,1,0,1,-1,2,0.30000000000000004
demonic basic buzzard,3,4,0,-1,0,5,9.0
cursed giant manticore,3,6,0,-1,1,4,10.0
thunderous enraged horse,4,7,0,-1,1,8,23.400000000000002
winged crippled jedi,3,1,-1,0,-1,5,2.1599999999999997
satanic little ape,3,2,0,-1,1,4,6.0
tiny poisonous demon,5,4,0,0,1,6,14.0
basic giant goblin,2,5,0,0,1,3,8.0
ferocious petrified dog,2,3,-1,0,-1,2,2.8000000000000003
humongous fire-breathing cockatrice,2,7,0,0,1,5,18.0
murderous unholy mummy,3,6,0,-1,1,3,11.700000000000001
tiny sick dog,2,0,0,0,-1,3,2.0999999999999996
mini small fairy,1,-1,0,0,-1,4,3.0
winged lightning fly,1,1,1,0,1,9,12.0
lightning ice-covered demon,5,6,-1,0,1,8,15.400000000000002
flying crippled zombie,2,0,-1,0,-1,2,0.6
winged kind cat,2,1,1,1,-1,7,9.6
aggressive radiant cockatrice,2,3,0,1,1,6,11.879999999999999
winged murderous pheonix,5,8,1,-1,1,11,29.64
winged sleeping buzzard,3,1,1,0,-1,5,0.72
aquatic basic fairy,1,1,-1,0,-1,4,4.5
ancient ethereal cerberus,4,5,1,0,1,4,9.45
huge small gorgon,3,4,0,0,1,3,7.0
cursed earth-bound lion,4,4,-1,-1,-1,5,0.0
angelic big buzzard,3,4,0,1,0,5,9.0
floating little troll,4,3,1,0,1,1,4.0
humongous sick sprite,1,4,0,0,0,3,4.8999999999999995
fast kind person,3,2,0,1,0,4,6.0
large enraged falcon,3,6,0,-1,1,9,19.5
unholy quick fish,2,2,0,-1,0,4,6.0
winged ancient faun,2,3,1,0,1,6,16.2
mini weak weasel,2,0,0,0,-1,4,3.2
crazy big trout,2,5,0,0,1,3,8.8
friendly small priest,3,1,0,1,-1,2,3.0
huge crippled lion,4,4,-1,0,-1,3,2.1
mini regular mummy,3,2,0,0,0,2,4.0
angelic huge nymph,2,4,0,1,0,3,7.0
tired regular unicorn,3,2,0,0,0,4,5.4
kind murderous goblin,2,4,0,-1,1,4,10.4
flying tired elf,3,2,1,0,0,5,6.3
enormous knoble pixie,1,4,0,1,0,4,8.0
murderous mini leviathan,5,7,0,-1,1,5,15.600000000000001
plain normal rat,2,2,0,0,0,3,5.0
large microscopy sloth,3,1,0,0,-1,2,3.0
insane holy rat,2,4,0,-1,0,4,8.0
sleeping knoble pheonix,5,3,0,1,-1,4,0.7000000000000001
ghostly little bear,4,3,1,0,1,4,5.6000000000000005
normal cursed human,3,3,0,-1,0,2,5.0
friendly invisible griffin,5,4,0,1,1,8,13.200000000000001
quick tired priest,3,2,0,0,0,2,3.6
knoble basic griffon,4,4,0,1,1,7,11.0
lightning basic manticore,3,3,0,0,1,7,10.0
average insane cat,2,4,0,-1,0,5,9.0
enormous mystical lion,4,7,0,1,1,5,12.0
mystical ethereal nymph,2,2,1,1,-1,2,2.8
ethereal magical goblin,2,2,1,1,-1,2,2.8
ice-covered tiny dog,2,2,-1,0,0,3,5.5
petrified weakened eagle,3,2,-1,0,-1,2,1.4400000000000002
giant huge werewolf,4,9,0,0,1,5,14.0
poisonous flying wyvern,4,4,1,0,1,9,18.2
levitating lightning jedi,3,3,1,0,1,8,11.0
unholy angelic person,3,3,0,0,0,2,5.0
winged levitating nymph,2,2,1,0,1,7,10.799999999999999
raging floating eagle,3,6,1,-1,1,7,16.900000000000002
little celestial man,3,3,1,1,0,2,5.0
armored ancient cockatrice,2,5,0,0,1,4,17.55
ancient little gnat,1,1,0,0,-1,2,4.5
plain crazy bird,2,4,0,0,0,4,8.8
normal large person,3,4,0,0,0,2,6.0
floating lightning bear,4,4,1,0,1,7,11.0
ice-covered small zerba,4,4,-1,0,0,4,8.8
shadowy quick banshee,2,2,0,-1,1,7,9.0
unholy raging ogre,4,7,0,-1,1,4,14.3
big tiny person,3,3,0,0,0,2,5.0
satanic nice cat,2,1,0,0,-1,4,5.0
awful armored manticore,3,6,0,-1,1,3,11.700000000000001
ferocious friendly goblin,2,2,0,1,1,4,8.399999999999999
normal poisonous buzzard,3,3,0,0,1,5,11.2
sick basic kraken,5,4,0,0,1,3,4.8999999999999995
radiant toy unicorn,3,1,0,1,-1,4,0.55
cursed unholy werewolf,4,4,0,-1,1,5,9.0
fast insane nymph,2,4,0,-1,1,6,10.0
normal weak weasel,2,1,0,0,-1,4,4.0
invisible satanic tiger,4,4,0,-1,1,5,9.9
enormous flying gnat,1,4,1,0,0,5,9.0
angelic murderous gorrila,4,7,0,0,1,4,14.3
average demonic griffin,5,6,0,-1,1,8,14.0
earth-bound weakened ogre,4,3,-1,0,-1,1,0.0
fast radiant falcon,3,3,0,1,1,9,13.200000000000001
demonic levitating banshee,2,3,1,-1,1,7,10.0
crazy demonic bear,4,7,0,-1,1,5,13.200000000000001
murderous dead shark,4,7,-1,-1,1,1,0.10400000000000001
aquatic murderous fairy,1,4,-1,-1,1,5,10.53
small weak zombie,2,0,0,0,-1,1,0.8
poisonous earth-bound zombie,2,2,-1,0,-1,1,0.0
satanic ice-covered demon,5,6,-1,-1,1,5,12.100000000000001
friendly angelic harpy,2,1,0,1,-1,5,6.0
fire-breathing armored trout,2,5,0,0,1,2,13.65
toy average cyclops,4,2,0,0,-1,2,0.4
mini satanic weasel,2,1,0,-1,-1,4,5.0
little huge hippogriff,3,4,0,0,0,5,9.0
floating kind eagle,3,2,1,1,0,5,7.0
sick insane zombie,2,3,0,-1,-1,1,2.8
invisible shadowy hippogriff,3,3,0,-1,0,5,8.8
raging celestial pegasus,3,7,1,1,1,7,18.2
murderous microscopy snake,1,1,0,-1,-1,4,6.5
microscopy giant bird,2,2,0,0,0,4,6.0
insane enormous bug,1,6,0,-1,1,3,9.0
sleeping weak dog,2,-1,0,0,-1,1,0.0
knoble nice goblin,2,1,0,1,-1,3,4.0
awful angelic orc,3,4,0,-1,1,3,7.0
fast flying dragon,5,5,1,0,1,13,18.0
petrified invisible demon,5,5,-1,0,1,3,3.5200000000000005
mini armored basilisk,3,4,0,0,1,3,9.1
ancient sick zerba,4,4,0,0,0,4,8.399999999999999
microscopy cursed priest,3,0,0,-1,-1,2,2.0
ancient quick angel,4,5,0,0,1,8,19.5
giant insane fly,1,6,0,-1,1,4,10.0
flying big human,3,4,1,0,0,5,9.0
ferocious crazy sphinx,3,6,0,0,1,4,15.400000000000002
celestial angry basilisk,3,5,1,1,1,5,11.0
regular angelic weasel,2,2,0,1,0,4,6.0
crazy raging person,3,8,0,-1,1,4,17.160000000000004
fire-breathing shadowy horse,4,5,0,-1,1,5,15.0
cursed angelic cat,2,2,0,0,0,4,6.0
poisonous kind gnat,1,0,0,1,-1,2,2.8
giant magical ogre,4,7,0,1,1,2,9.0
humongous microscopy gorrila,4,5,0,0,1,3,8.0
ghostly celestial minnow,1,2,1,1,-1,1,2.4000000000000004
shadowy fire-breathing angel,4,5,0,-1,1,7,18.0
ice-covered fast spider,1,2,-1,0,0,3,5.5
humongous average roc,5,9,0,0,1,6,15.0
toy mini troll,4,1,0,0,-1,1,0.2
satanic sick griffin,5,4,0,-1,1,7,7.699999999999999
weak mystical werewolf,4,3,0,1,1,5,6.4
crazy fast ogre,4,6,0,0,1,4,11.0
radiant tiny harpy,2,1,0,1,-1,5,6.6000000000000005
big humongous man,3,8,0,0,1,2,10.0
friendly microscopy vampire,4,0,0,1,-1,6,6.0
kind raging salamander,2,4,0,0,1,5,11.700000000000001
average kind buzzard,3,2,0,1,0,5,7.0
sleeping unholy shark,4,2,0,-1,-1,2,0.4
aggressive enormous fish,2,6,0,0,1,4,12.0
insane friendly cat,2,3,0,0,0,5,8.0
small fast wolf,3,2,0,0,1,7,9.0
aquatic ferocious fairie,1,2,-1,0,-1,5,8.819999999999999
angelic murderous fairy,1,4,0,1,1,5,11.700000000000001
knoble magical unicorn,3,3,0,1,0,5,8.0
celestial plain condor,3,4,1,1,0,5,9.0
radiant insane hippogriff,3,5,0,1,1,6,12.100000000000001
ethereal cursed ape,3,3,1,-1,1,3,4.199999999999999
aggressive holy trout,2,3,0,1,-1,4,8.4
ferocious enormous trout,2,6,0,0,1,4,14.0
enormous shadowy person,3,6,0,-1,1,2,8.0
angelic enormous bear,4,7,0,1,1,5,12.0
winged big sparrow,1,2,1,0,1,7,10.799999999999999
celestial dead sparrow,1,2,1,1,-1,-1,0.01
magical unholy cyclops,4,4,0,-1,1,3,7.0
aquatic small pegasus,3,2,-1,0,0,5,6.3
raging levitating bug,1,4,1,-1,1,5,11.700000000000001
holy enormous elephant,5,8,0,1,1,4,12.0
toy aggressive cat,2,1,0,0,-1,4,0.6
shadowy murderous ape,3,6,0,-1,1,5,14.3
holy small person,3,2,0,1,0,2,4.0
toy dead elephant,5,3,-1,0,-1,-2,0.001
nice plain minotaur,4,3,0,1,1,4,7.0
nice cursed tiger,4,3,0,0,1,5,8.0
ice-covered radiant mouse,1,2,-1,1,-1,2,4.840000000000001
plain celestial pixie,1,2,1,1,0,4,6.0
humongous poisonous mermaid,2,6,0,0,1,3,12.6
holy big sphinx,3,4,0,1,1,3,7.0
flying humongous pixie,1,5,1,0,1,7,12.0
regular mini demon,5,4,0,0,1,6,10.0
demonic plain weasel,2,3,0,-1,0,4,7.0
small knoble pegasus,3,2,0,1,0,5,7.0
giant basic pixie,1,4,0,0,0,4,8.0
crippled ancient wolf,3,2,-1,0,-1,3,2.25
demonic microscopy sprite,1,-1,0,-1,-1,4,3.0
giant raging ape,3,9,0,-1,1,6,19.5
little crippled bass,2,-1,-1,0,-1,1,0.0
murderous flying dragon,5,8,1,-1,1,12,26.0
magical little mummy,3,2,0,1,0,2,4.0
demonic celestial demon,5,7,1,-1,1,6,13.0
demonic aggressive wyvern,4,6,0,-1,1,7,15.6
radiant winged lion,4,4,1,1,1,8,15.84
tired toy horse,4,1,0,0,-1,3,0.36000000000000004
huge raging person,3,8,0,-1,1,4,15.600000000000001
enormous mini cyclops,4,6,0,0,1,3,9.0
invisible ancient faun,2,3,0,0,0,3,9.9
winged armored nymph,2,4,1,0,1,5,14.04
lightning fire-breathing kraken,5,6,0,0,1,7,19.5
earth-bound mini human,3,2,-1,0,-1,2,0.0
enormous shadowy sloth,3,6,0,-1,1,2,8.0
weakened earth-bound rat,2,1,-1,0,-1,2,0.0
enormous normal gnat,1,4,0,0,0,2,6.0
radiant average gorrila,4,4,0,1,1,3,7.700000000000001
celestial crazy zombie,2,5,1,1,1,1,6.6000000000000005
satanic mini yeti,4,3,0,-1,1,4,7.0
enormous unholy snake,1,4,0,-1,0,3,7.0
armored tired trout,2,3,0,0,-1,1,4.680000000000001
huge satanic fly,1,3,0,-1,0,3,6.0
tired holy cat,2,1,0,1,-1,3,3.6
levitating evil leviathan,5,5,1,-1,1,5,10.0
floating little rat,2,1,1,0,-1,2,3.0
dead petrified wraith,3,3,-1,0,-1,-4,-0.004
weakened friendly spider,1,-1,0,1,-1,1,0.0
satanic raging basilisk,3,6,0,-1,1,6,15.600000000000001
knoble crazy vampire,4,6,0,1,1,6,13.200000000000001
basic evil basilisk,3,3,0,-1,1,4,7.0
knoble weak jedi,3,2,0,1,1,4,4.800000000000001
large humongous hippogriff,3,8,0,0,1,5,13.0
dead ferocious demon,5,6,-1,0,1,2,0.11199999999999999
raging mini mouse,1,3,0,-1,1,5,10.4
little raging griffon,4,6,0,-1,1,9,19.5
toy normal gorrila,4,2,0,0,-1,2,0.4
toy unholy bass,2,0,0,-1,-1,2,0.2
radiant raging leviathan,5,8,0,-1,1,6,20.020000000000003
kind huge dog,2,3,0,1,0,4,7.0
insane radiant person,3,5,0,0,1,3,8.8
winged earth-bound mummy,3,3,-1,0,-1,5,0.0
earth-bound little gorrila,4,3,-1,0,-1,3,0.0
fast small salamander,2,1,0,0,-1,5,6.0
normal weak bird,2,1,0,0,-1,4,4.0
tired quick dog,2,1,0,0,-1,4,4.5
humongous sleeping vampire,4,6,0,0,1,3,0.9
flying mystical hydra,5,5,1,1,1,7,12.0
tired fast hydra,5,4,0,0,1,5,8.1
insane murderous manticore,3,8,0,-1,1,6,18.2
petrified nice tiger,4,3,-1,1,-1,2,2.0
tiny invisible goblin,2,1,0,0,-1,3,4.4
unholy magical mermaid,2,2,0,1,0,3,5.0
mystical levitating demon,5,5,1,1,1,7,12.0
mini flying zombie,2,1,1,0,-1,4,5.0
big enraged sloth,3,6,0,-1,1,4,13.0
ancient mystical unicorn,3,4,0,1,1,5,13.5
invisible sleeping bug,1,-1,0,0,-1,-1,-0.22000000000000003
huge fire-breathing werewolf,4,7,0,0,1,5,18.0
nice angry bass,2,2,0,1,-1,4,6.6000000000000005
poisonous crazy man,3,5,0,0,1,2,10.78
mystical average hydra,5,5,0,1,1,4,9.0
normal winged troll,4,4,1,0,1,5,10.799999999999999
ghostly dead bird,2,2,1,0,-1,-2,0.0
huge angelic cyclops,4,6,0,1,1,3,9.0
knoble ferocious gnat,1,2,0,1,0,3,7.0
cursed friendly griffin,5,4,0,1,1,8,12.0
normal huge basilisk,3,5,0,0,1,4,9.0
humongous cursed bug,1,5,0,-1,1,2,7.0
fire-breathing weakened yeti,4,4,0,0,1,3,9.450000000000001
ice-covered sleeping unicorn,3,2,-1,0,-1,1,0.33000000000000007
sleeping insane mermaid,2,2,0,-1,-1,1,0.30000000000000004
winged toy cat,2,0,1,0,-1,6,0.72
knoble flying manticore,3,3,1,1,1,7,10.0
ice-covered ghostly angel,4,5,1,0,1,5,8.8
sick raging cat,2,4,0,-1,0,5,8.19
winged quick buzzard,3,3,1,0,1,9,14.399999999999999
microscopy satanic sparrow,1,-2,0,-1,-1,4,2.0
winged knoble angel,4,4,1,1,1,10,16.8
poisonous huge cat,2,4,0,0,1,4,11.2
thunderous aquatic priest,3,4,-1,0,0,3,7.5600000000000005
evil crazy dog,2,4,0,-1,0,4,8.8
kind ghostly human,3,2,1,1,-1,1,2.4000000000000004
radiant kind werewolf,4,3,0,1,1,5,8.8
tired weak weasel,2,0,0,0,-1,3,2.16
celestial enormous weasel,2,6,1,1,1,4,10.0
basic weak horse,4,3,0,0,0,5,6.4
regular knoble gorgon,3,3,0,1,1,3,6.0
ghostly dead weasel,2,2,-1,0,-1,-2,0.0
tiny demonic pig,3,3,0,-1,0,3,6.0
sleeping tiny griffin,5,2,0,0,-1,5,0.7000000000000001
winged radiant unicorn,3,3,1,1,1,8,14.52
quick poisonous centaur,4,4,0,0,1,6,14.0
dead thunderous ogre,4,5,-1,0,1,-2,0.036
thunderous poisonous dragon,5,6,0,0,1,9,25.2
petrified angry werewolf,4,5,-1,0,1,3,3.5200000000000005
winged mystical rat,2,2,1,1,0,6,9.6
cursed shadowy pixie,1,1,0,-1,-1,4,5.0
knoble little pegasus,3,2,0,1,0,5,7.0
demonic shadowy monkey,3,4,0,-1,0,4,8.0
ice-covered angelic troll,4,5,-1,1,1,1,6.6000000000000005
mystical big pixie,1,2,0,1,0,4,6.0
humongous invisible bird,2,6,0,0,1,4,11.0
tiny enraged wraith,3,4,0,-1,1,6,13.0
flying thunderous basilisk,3,4,1,0,1,8,14.399999999999999
unholy celestial zombie,2,3,1,-1,1,1,4.0
sleeping murderous ape,3,4,0,-1,-1,2,0.7800000000000001
weak mystical wyvern,4,3,0,1,1,6,7.2
fast flying sloth,3,3,1,0,1,7,10.0
microscopy enormous dwarf,2,2,0,0,0,2,4.0
basic raging bear,4,7,0,-1,1,7,18.2
winged petrified ogre,4,4,-1,0,-1,2,2.88
toy holy falcon,3,1,0,1,-1,6,0.7000000000000001
thunderous basic dwarf,2,3,0,0,0,3,7.199999999999999
tired giant fairy,1,3,0,0,-1,3,5.4
evil armored werewolf,4,6,0,-1,1,4,13.0
enraged levitating snake,1,3,1,-1,1,6,11.700000000000001
levitating ancient wraith,3,4,1,0,1,5,13.5
humongous thunderous tiger,4,9,0,0,1,6,18.0
armored radiant nymph,2,4,0,1,0,2,8.580000000000002
murderous ancient unicorn,3,7,0,-1,1,6,25.35
humongous normal angel,4,8,0,0,1,7,15.0
evil invisible lion,4,4,0,-1,1,5,9.9
earth-bound petrified person,3,3,-1,0,-1,-1,0.0
demonic huge salamander,2,5,0,-1,1,3,8.0
small knoble fly,1,0,0,1,-1,3,3.0
quick average person,3,3,0,0,0,3,6.0
regular satanic griffin,5,5,0,-1,1,8,13.0
aggressive humongous elephant,5,10,0,0,1,5,18.0
tiny levitating sphinx,3,2,1,0,1,4,6.0
dead aquatic eagle,3,3,-1,0,-1,1,0.036000000000000004
aquatic weakened cat,2,1,-1,0,-1,3,3.24
kind levitating sith,3,2,1,1,1,5,7.0
tiny basic hippogriff,3,2,0,0,0,5,7.0
kind armored pheonix,5,6,0,1,1,6,15.600000000000001
radiant insane weasel,2,4,0,0,0,5,9.9
sick ice-covered person,3,3,-1,0,-1,0,2.3099999999999996
awful huge griffin,5,8,0,-1,1,8,16.0
cursed ice-covered rat,2,3,-1,-1,0,2,5.5
invisible evil man,3,3,0,-1,0,2,5.5
levitating little person,3,2,1,0,0,3,5.0
demonic angry man,3,5,0,-1,1,3,8.8
knoble large fairie,1,2,0,1,-1,4,6.0
regular enormous manticore,3,6,0,0,1,4,10.0
weakened petrified lion,4,3,-1,0,-1,1,1.4400000000000002
fire-breathing friendly falcon,3,3,0,1,1,7,15.0
tiny aquatic sith,3,2,-1,0,1,4,5.4
aquatic thunderous nymph,2,3,-1,0,0,4,7.56
insane raging mermaid,2,7,0,-1,1,6,16.900000000000002
weak fire-breathing person,3,3,0,0,0,2,6.0
dead small mummy,3,2,-1,0,-1,-3,-0.01
unholy knoble monkey,3,3,0,0,0,4,7.0
celestial aquatic wolf,3,4,-1,1,1,5,8.1
awful enraged gnat,1,4,0,-1,1,4,10.4
holy quick yeti,4,4,0,1,1,5,9.0
aggressive ethereal weasel,2,3,1,0,0,4,5.88
levitating quick bass,2,2,1,0,-1,5,7.0
aquatic evil cat,2,2,-1,-1,0,4,5.4
aggressive winged wolf,3,4,1,0,1,9,18.72
weak magical minotaur,4,3,0,1,1,4,5.6000000000000005
enraged levitating mouse,1,3,1,-1,1,6,11.700000000000001
normal angry pig,3,4,0,0,0,4,8.8
insane ghostly bass,2,4,1,-1,-1,3,5.6000000000000005
tiny ethereal vampire,4,3,1,0,1,5,5.6
small ghostly person,3,2,1,0,-1,1,2.4000000000000004
ethereal basic sprite,1,1,1,0,-1,3,2.8
insane ice-covered bug,1,4,-1,-1,0,2,6.6000000000000005
small huge sparrow,1,2,0,0,-1,4,6.0
earth-bound cursed buzzard,3,3,-1,-1,-1,5,0.0
tired raging person,3,5,0,-1,1,3,9.360000000000001
flying angelic mouse,1,1,1,1,-1,6,7.0
mystical enormous salamander,2,5,0,1,1,3,8.0
ghostly fast cat,2,2,1,0,0,5,5.6000000000000005
winged invisible fairy,1,1,1,0,1,7,10.56
cursed invisible person,3,3,0,-1,0,2,5.5
average mystical griffon,4,4,0,1,1,7,11.0
ancient small bear,4,4,0,0,1,5,13.5
angelic tiny cerberus,4,3,0,1,1,5,8.0
unholy celestial cat,2,3,1,0,0,4,7.0
big thunderous bass,2,4,0,0,-1,4,9.6
holy crazy demon,5,7,0,1,1,6,14.3
weak satanic pheonix,5,4,0,-1,1,7,8.8
ice-covered demonic griffon,4,6,-1,-1,1,6,13.200000000000001
awful evil zombie,2,3,0,-1,1,1,4.0
giant angry horse,4,8,0,0,1,6,15.400000000000002
angelic levitating yeti,4,4,1,1,1,5,9.0
fire-breathing sleeping unicorn,3,2,0,0,-1,2,0.6000000000000001
humongous dead mouse,1,5,-1,0,1,-2,0.03
levitating aggressive minotaur,4,5,1,0,1,6,13.2
invisible ferocious griffon,4,5,0,0,1,8,20.02
ethereal fast sphinx,3,3,1,0,1,4,4.8999999999999995
ghostly aquatic pegasus,3,3,1,0,0,4,5.040000000000001
poisonous ice-covered pixie,1,2,-1,0,0,3,7.700000000000001
murderous sleeping minotaur,4,5,0,-1,1,2,0.91
sleeping murderous griffon,4,5,0,-1,1,5,1.3
insane raging pegasus,3,8,0,-1,1,8,20.8
knoble quick centaur,4,4,0,1,1,6,10.0
celestial small falcon,3,3,1,1,1,7,10.0
ethereal ferocious human,3,4,1,0,0,2,5.879999999999999
regular quick person,3,3,0,0,0,3,6.0
demonic huge bass,2,5,0,-1,1,3,8.0
mystical plain werewolf,4,4,0,1,1,5,9.0
dead friendly dragon,5,4,-1,1,-1,3,0.07
shadowy huge mummy,3,5,0,-1,1,2,7.0
tired ancient fly,1,1,0,0,-1,2,4.050000000000001
radiant petrified condor,3,3,-1,1,-1,2,2.2
weak cursed wyvern,4,3,0,-1,1,6,7.2
big raging fairie,1,5,0,-1,1,6,14.3
ancient flying sprite,1,2,1,0,1,7,13.5
floating little wolf,3,2,1,0,1,4,6.0
kind mini condor,3,1,0,1,-1,5,6.0
big murderous rat,2,6,0,-1,1,4,13.0
angelic holy horse,4,4,0,1,0,5,9.0
nice lightning vampire,4,3,0,1,1,9,12.0
floating evil bird,2,2,1,-1,0,3,5.0
average tiny zombie,2,1,0,0,-1,1,2.0
fast quick gorgon,3,3,0,0,1,6,9.0
levitating knoble faun,2,2,1,1,0,4,6.0
awful giant griffon,4,8,0,-1,1,7,15.0
nice giant nymph,2,4,0,1,0,3,7.0
aggressive weak vampire,4,4,0,0,1,7,10.56
ferocious radiant sphinx,3,4,0,1,1,4,12.32
tired small sith,3,1,0,0,-1,3,3.6
ferocious nice spider,1,1,0,1,-1,3,5.6
ferocious flying nymph,2,3,1,0,1,7,14.0
small ancient person,3,3,0,0,0,2,7.5
quick nice leviathan,5,4,0,1,1,5,9.0
cursed floating vampire,4,4,1,-1,1,5,9.0
celestial small cyclops,4,4,1,1,1,3,7.0
awful ethereal basilisk,3,4,1,-1,1,3,4.8999999999999995
holy ferocious wyvern,4,5,0,1,1,7,16.799999999999997
floating enraged fairie,1,3,1,-1,1,5,10.4
huge floating jedi,3,5,1,0,1,3,8.0
invisible ethereal demon,5,5,1,0,1,5,7.699999999999999
giant floating griffon,4,7,1,0,1,6,13.0
enraged awful gnat,1,4,0,-1,1,4,10.4
earth-bound angelic pegasus,3,3,-1,1,-1,5,0.0
invisible demonic sith,3,4,0,-1,1,4,8.8
toy awful fairie,1,0,0,-1,-1,3,0.30000000000000004
satanic shadowy jedi,3,3,0,-1,1,4,7.0
invisible little sith,3,2,0,0,1,4,6.6000000000000005
weakened invisible unicorn,3,2,0,0,0,4,5.940000000000001
holy radiant vampire,4,4,0,1,1,6,11.0
angelic mystical ogre,4,4,0,1,1,2,6.0
large knoble pig,3,4,0,1,0,3,7.0
friendly fire-breathing wraith,3,3,0,1,1,4,10.5
cursed nice mermaid,2,1,0,1,-1,3,4.0
holy aggressive werewolf,4,5,0,1,1,6,13.2
petrified tired eagle,3,2,-1,0,-1,2,1.4400000000000002
satanic small hippogriff,3,2,0,-1,0,5,7.0
quick ice-covered tiger,4,5,-1,0,1,5,11.0
unholy friendly buzzard,3,2,0,-1,0,5,7.0
armored sleeping person,3,3,0,0,-1,-2,0.13
